ID_Poliza,Fecha_Contratacion,Producto,Canal_Venta,Prima_Anual,Monto_Asegurado,Cliente_Edad,Cliente_Sexo,Cliente_Ingreso_Mensual,Siniestro_Reportado,Monto_Siniestro,Estado_Poliza,Región
POL01327,2023-12-20,Vida Premium,Broker,378.57,43535.549999999996,74,Femenino,2948.54,No,0.0,Cancelada,Antioquia
POL01328,2024-01-07,Vida Plus,Agente,1111.27,73343.81999999999,70,Masculino,2737.73,No,0.0,Activa,Antioquia
POL01329,2023-03-12,Vida Básico,Digital,605.31,61741.619999999995,25,Masculino,3435.31,No,0.0,Activa,Bogotá
POL01330,2025-02-15,Protección Familiar,Agente,673.83,25605.54,60,Masculino,4605.7,No,0.0,Vencida,Bogotá
POL01331,2023-02-04,Protección Familiar,Call Center,1583.52,251779.68,73,Femenino,4916.59,Sí,62682.48,Cancelada,Cundinamarca
POL01332,2023-04-14,Vida Básico,Digital,846.12,84612.0,43,Masculino,3956.24,No,0.0,Activa,Santander
POL01333,2023-05-12,Protección Familiar,Agente,894.16,147536.4,51,Femenino,5865.04,No,0.0,Activa,Cundinamarca
POL01334,2024-01-21,Vida Premium,Broker,1226.83,24536.6,63,Femenino,5528.01,No,0.0,Activa,Bogotá
POL01335,2023-10-08,Vida Plus,Digital,1072.22,131883.06,45,Femenino,5407.81,No,0.0,Activa,Bogotá
POL01336,2023-09-15,Protección Familiar,Agente,1248.74,81168.1,73,Masculino,2660.82,No,0.0,Activa,Cundinamarca
POL01337,2024-04-15,Vida Básico,Broker,853.33,137386.13,68,Masculino,3050.98,No,0.0,Activa,Cundinamarca
POL01338,2024-10-31,Vida Plus,Agente,1161.32,209037.59999999998,42,Masculino,2882.05,Sí,202212.04,Activa,Cundinamarca
POL01339,2025-05-29,Protección Familiar,Digital,726.29,109669.79,21,Masculino,5211.07,No,0.0,Activa,Antioquia
POL01340,2022-12-21,Protección Familiar,Agente,464.67,63659.79,63,Masculino,2325.85,No,0.0,Activa,Atlántico
POL01341,2024-05-08,Vida Básico,Digital,797.73,45470.61,58,Masculino,2876.72,No,0.0,Cancelada,Valle del Cauca
POL01342,2024-06-06,Vida Plus,Agente,1183.07,204671.11,45,Masculino,1307.69,No,0.0,Activa,Cundinamarca
POL01343,2024-09-21,Vida Básico,Call Center,751.69,118767.02,42,Masculino,3282.34,No,0.0,Activa,Valle del Cauca
POL01344,2022-08-18,Vida Premium,Call Center,899.48,49471.4,53,Masculino,2326.42,No,0.0,Activa,Atlántico
POL01345,2025-01-13,Vida Plus,Broker,393.8,44105.6,63,Masculino,2116.0,No,0.0,Cancelada,Cundinamarca
POL01346,2023-02-17,Vida Básico,Broker,890.88,136304.63999999998,32,Masculino,3869.7,No,0.0,Vencida,Antioquia
POL01347,2023-12-24,Vida Básico,Broker,564.67,66066.39,55,Femenino,5400.17,No,0.0,Activa,Bogotá
POL01348,2023-03-20,Vida Plus,Digital,953.33,33366.55,71,Femenino,2868.94,No,0.0,Cancelada,Atlántico
POL01349,2023-05-01,Vida Premium,Call Center,724.93,137736.69999999998,40,Masculino,5398.04,No,0.0,Vencida,Atlántico
POL01350,2022-08-30,Vida Básico,Call Center,737.32,140828.12,34,Femenino,6433.5,No,0.0,Activa,Valle del Cauca
POL01351,2024-08-29,Vida Premium,Call Center,592.79,96624.76999999999,67,Femenino,1480.81,No,0.0,Cancelada,Atlántico
POL01352,2022-10-24,Vida Plus,Agente,621.75,52848.75,18,Femenino,4079.23,No,0.0,Activa,Atlántico
POL01353,2022-07-11,Vida Plus,Call Center,1102.93,72793.38,21,Masculino,2491.53,No,0.0,Vencida,Atlántico
POL01354,2024-08-31,Vida Básico,Call Center,821.6,91197.6,43,Femenino,2576.83,No,0.0,Vencida,Valle del Cauca
POL01355,2024-04-15,Vida Plus,Agente,730.82,105968.90000000001,25,Masculino,4827.08,No,0.0,Activa,Bogotá
POL01356,2024-02-09,Vida Básico,Digital,1000.24,33007.92,67,Femenino,5886.52,No,0.0,Activa,Valle del Cauca
POL01357,2023-12-12,Protección Familiar,Agente,1141.18,35376.58,49,Femenino,3254.85,No,0.0,Activa,Santander
POL01358,2023-02-01,Vida Básico,Call Center,877.3,66674.8,46,Masculino,3411.23,No,0.0,Activa,Valle del Cauca
POL01359,2022-10-26,Vida Plus,Call Center,951.77,98032.31,48,Masculino,2592.41,Sí,92410.24,Cancelada,Antioquia
POL01360,2022-11-12,Vida Básico,Broker,200.0,13200.0,43,Masculino,3831.8,No,0.0,Activa,Santander
POL01361,2024-09-03,Vida Premium,Agente,650.62,72218.82,47,Masculino,3444.97,No,0.0,Activa,Bogotá
POL01362,2024-05-15,Vida Plus,Broker,1105.45,175766.55000000002,61,Femenino,3222.88,No,0.0,Activa,Bogotá
POL01363,2022-12-04,Vida Plus,Digital,870.35,121849.0,43,Masculino,3734.58,No,0.0,Activa,Cundinamarca
POL01364,2025-03-25,Vida Plus,Call Center,414.36,34806.24,18,Masculino,2320.25,No,0.0,Activa,Atlántico
POL01365,2022-07-04,Vida Premium,Agente,752.17,145920.97999999998,61,Femenino,3378.35,No,0.0,Activa,Valle del Cauca
POL01366,2023-07-25,Vida Premium,Call Center,753.23,33895.35,54,Masculino,3978.43,No,0.0,Activa,Santander
POL01367,2022-06-15,Vida Plus,Call Center,779.08,45186.64,47,Femenino,2690.08,No,0.0,Activa,Atlántico
POL01368,2025-01-13,Vida Plus,Broker,920.66,151908.9,32,Masculino,3143.72,No,0.0,Activa,Bogotá
POL01369,2024-08-26,Vida Plus,Agente,723.13,49172.84,61,Masculino,3657.97,No,0.0,Activa,Bogotá
POL01370,2023-01-28,Vida Plus,Digital,821.69,17255.49,60,Femenino,5442.06,No,0.0,Activa,Bogotá
POL01371,2023-08-29,Vida Premium,Digital,1041.33,126000.93,50,Masculino,2989.05,No,0.0,Activa,Atlántico
POL01372,2023-02-26,Vida Premium,Broker,1262.5,107312.5,28,Masculino,3891.01,No,0.0,Activa,Cundinamarca
POL01373,2022-10-19,Vida Básico,Agente,901.89,173162.88,66,Masculino,2581.73,No,0.0,Activa,Antioquia
POL01374,2024-03-29,Protección Familiar,Agente,1230.4,33220.8,19,Femenino,4033.04,No,0.0,Cancelada,Santander
POL01375,2024-08-18,Vida Básico,Agente,889.77,140583.66,42,Masculino,3136.12,No,0.0,Cancelada,Santander
POL01376,2022-06-20,Protección Familiar,Broker,936.38,84274.2,33,Femenino,3366.78,No,0.0,Activa,Atlántico
POL01377,2022-06-12,Vida Básico,Digital,517.11,58433.43,49,Masculino,4188.49,No,0.0,Activa,Santander
POL01378,2024-02-03,Protección Familiar,Broker,1069.04,167839.28,26,Masculino,4098.91,No,0.0,Activa,Atlántico
POL01379,2024-06-27,Vida Básico,Digital,939.68,46984.0,70,Masculino,1646.75,No,0.0,Activa,Antioquia
POL01380,2024-04-12,Vida Básico,Call Center,467.18,19621.56,56,Masculino,5219.45,No,0.0,Vencida,Valle del Cauca
POL01381,2022-09-29,Vida Premium,Agente,709.41,29795.219999999998,64,Femenino,4017.35,No,0.0,Activa,Valle del Cauca
POL01382,2025-05-03,Vida Básico,Digital,859.24,87642.48,46,Femenino,2854.12,No,0.0,Activa,Cundinamarca
POL01383,2023-04-19,Protección Familiar,Digital,1072.51,54698.01,64,Femenino,3087.34,No,0.0,Cancelada,Santander
POL01384,2024-02-19,Vida Plus,Agente,896.4,118324.8,37,Femenino,3222.22,No,0.0,Activa,Antioquia
POL01385,2024-03-02,Vida Plus,Digital,679.63,17670.38,20,Femenino,3651.83,No,0.0,Activa,Bogotá
POL01386,2023-01-21,Vida Premium,Broker,803.29,119690.20999999999,30,Masculino,2881.99,No,0.0,Activa,Bogotá
POL01387,2023-11-08,Protección Familiar,Agente,498.98,94307.22,24,Masculino,3710.34,No,0.0,Activa,Cundinamarca
POL01388,2023-09-02,Protección Familiar,Digital,730.68,97180.43999999999,54,Femenino,1146.41,No,0.0,Activa,Atlántico
POL01389,2023-02-09,Protección Familiar,Agente,1146.29,128384.48,33,Femenino,2914.41,No,0.0,Activa,Atlántico
POL01390,2023-05-27,Protección Familiar,Agente,1123.5,193242.0,42,Masculino,4274.2,No,0.0,Activa,Atlántico
POL01391,2023-09-11,Vida Plus,Call Center,514.62,22128.66,31,Femenino,2639.58,No,0.0,Activa,Bogotá
POL01392,2025-05-09,Vida Premium,Broker,1176.51,229419.45,60,Femenino,4826.76,No,0.0,Activa,Cundinamarca
POL01393,2024-06-19,Vida Plus,Agente,596.32,25641.760000000002,42,Femenino,3099.47,No,0.0,Activa,Bogotá
POL01394,2022-06-29,Vida Básico,Call Center,538.52,35542.32,31,Masculino,4664.24,No,0.0,Activa,Cundinamarca
POL01395,2023-10-19,Vida Plus,Digital,774.46,29429.480000000003,74,Femenino,3309.28,No,0.0,Activa,Valle del Cauca
POL01396,2023-01-13,Protección Familiar,Digital,802.97,111612.83,49,Femenino,1000.0,Sí,7559.25,Activa,Santander
POL01397,2024-08-04,Protección Familiar,Digital,917.09,147651.49,50,Masculino,4134.82,No,0.0,Activa,Atlántico
POL01398,2022-07-18,Vida Plus,Broker,730.16,94920.8,56,Femenino,1827.4,No,0.0,Activa,Valle del Cauca
POL01399,2025-05-13,Protección Familiar,Digital,741.68,120893.84,42,Femenino,3665.76,No,0.0,Activa,Cundinamarca
POL01400,2024-12-14,Protección Familiar,Broker,1480.55,47377.6,35,Femenino,4113.8,Sí,25133.17,Activa,Antioquia
POL01401,2025-02-18,Vida Plus,Broker,793.0,81679.0,29,Masculino,3280.22,No,0.0,Activa,Bogotá
POL01402,2024-07-03,Vida Plus,Agente,1027.43,203431.14,74,Femenino,4688.23,No,0.0,Activa,Antioquia
POL01403,2025-03-13,Vida Plus,Digital,795.51,136032.21,56,Femenino,4103.26,No,0.0,Cancelada,Cundinamarca
POL01404,2024-11-23,Vida Básico,Broker,1427.53,135615.35,71,Masculino,3407.17,No,0.0,Activa,Valle del Cauca
POL01405,2024-11-26,Vida Básico,Agente,881.7,105804.0,18,Femenino,3887.57,No,0.0,Cancelada,Antioquia
POL01406,2024-01-31,Vida Básico,Digital,1147.72,86079.0,40,Femenino,2774.41,No,0.0,Cancelada,Antioquia
POL01407,2025-02-14,Vida Básico,Agente,1042.63,178289.73,50,Femenino,4021.72,Sí,155142.24,Activa,Bogotá
POL01408,2023-11-27,Vida Básico,Call Center,1523.3,204122.19999999998,66,Masculino,2839.26,No,0.0,Activa,Cundinamarca
POL01409,2022-06-20,Vida Plus,Agente,200.0,36200.0,55,Femenino,4103.29,No,0.0,Activa,Bogotá
POL01410,2024-12-11,Protección Familiar,Call Center,734.96,29398.4,71,Masculino,3698.88,No,0.0,Activa,Valle del Cauca
POL01411,2023-07-29,Vida Plus,Digital,814.89,30965.82,52,Femenino,2298.73,No,0.0,Cancelada,Santander
POL01412,2023-03-04,Protección Familiar,Call Center,1389.17,127803.64000000001,61,Masculino,4110.28,Sí,58303.19,Activa,Cundinamarca
POL01413,2022-12-06,Vida Premium,Broker,549.38,11536.98,38,Masculino,5141.72,No,0.0,Cancelada,Santander
POL01414,2023-10-30,Protección Familiar,Digital,1397.55,115996.65,60,Masculino,4382.63,No,0.0,Activa,Atlántico
POL01415,2023-08-25,Vida Premium,Broker,1457.31,190907.61,30,Femenino,5296.92,Sí,35016.24,Activa,Valle del Cauca
POL01416,2024-11-09,Protección Familiar,Agente,598.9,34736.2,74,Masculino,2760.26,No,0.0,Cancelada,Cundinamarca
POL01417,2024-11-19,Vida Plus,Digital,656.28,74159.64,61,Femenino,4314.74,No,0.0,Activa,Cundinamarca
POL01418,2023-06-28,Vida Básico,Call Center,399.06,26737.02,57,Masculino,3279.82,No,0.0,Activa,Antioquia
POL01419,2024-04-05,Vida Premium,Agente,1030.12,193662.55999999997,65,Masculino,1554.33,No,0.0,Cancelada,Cundinamarca
POL01420,2023-12-31,Vida Premium,Agente,1356.89,187250.82,26,Femenino,2845.87,No,0.0,Activa,Valle del Cauca
POL01421,2024-08-16,Vida Básico,Broker,1339.96,257272.32,38,Masculino,4324.48,No,0.0,Activa,Santander
POL01422,2024-10-18,Protección Familiar,Broker,718.4,89800.0,30,Masculino,1268.08,No,0.0,Activa,Valle del Cauca
POL01423,2024-05-19,Vida Plus,Digital,457.73,19682.39,71,Masculino,5671.42,Sí,12542.46,Vencida,Bogotá
POL01424,2023-02-01,Protección Familiar,Broker,379.17,50808.78,42,Masculino,2527.32,Sí,46595.06,Vencida,Bogotá
POL01425,2025-03-08,Vida Premium,Broker,716.6,57328.0,55,Masculino,3174.55,No,0.0,Activa,Antioquia
POL01426,2022-12-19,Vida Premium,Broker,881.45,131336.05000000002,19,Femenino,2430.54,No,0.0,Activa,Santander
POL01427,2023-06-08,Vida Básico,Broker,1313.49,162872.76,35,Masculino,2432.78,No,0.0,Activa,Cundinamarca
POL01428,2022-12-11,Protección Familiar,Broker,915.5,122677.0,41,Masculino,4650.06,No,0.0,Cancelada,Bogotá
POL01429,2025-01-24,Protección Familiar,Agente,363.3,37783.200000000004,53,Femenino,3447.6,No,0.0,Activa,Santander
POL01430,2022-10-23,Vida Premium,Agente,1145.45,207326.45,60,Femenino,1450.18,No,0.0,Activa,Atlántico
POL01431,2025-02-15,Vida Premium,Broker,1293.6,124185.59999999999,46,Femenino,3143.02,No,0.0,Activa,Valle del Cauca
POL01432,2022-12-24,Vida Plus,Broker,641.43,75688.73999999999,33,Femenino,2263.17,No,0.0,Activa,Atlántico
POL01433,2024-10-23,Vida Premium,Digital,663.0,33813.0,59,Masculino,2813.37,No,0.0,Activa,Valle del Cauca
POL01434,2025-02-25,Vida Básico,Agente,1282.1,26924.1,61,Masculino,2893.94,No,0.0,Cancelada,Bogotá
POL01435,2023-10-13,Vida Básico,Digital,1299.4,242987.80000000002,42,Femenino,6049.73,No,0.0,Activa,Cundinamarca
POL01436,2023-10-24,Vida Premium,Broker,960.0,172800.0,23,Masculino,2629.88,No,0.0,Cancelada,Cundinamarca
POL01437,2024-05-24,Vida Básico,Digital,1124.81,57365.31,56,Femenino,4599.18,No,0.0,Activa,Antioquia
POL01438,2024-06-18,Vida Premium,Call Center,624.56,63705.119999999995,74,Femenino,2665.17,Sí,28500.41,Activa,Antioquia
POL01439,2024-08-02,Vida Básico,Broker,1344.03,34944.78,26,Masculino,1593.26,Sí,30856.72,Activa,Atlántico
POL01440,2022-12-23,Protección Familiar,Agente,1199.83,169176.03,62,Femenino,3371.17,No,0.0,Vencida,Antioquia
POL01441,2023-12-10,Vida Premium,Call Center,942.53,101793.23999999999,37,Femenino,3713.34,No,0.0,Activa,Santander
POL01442,2024-03-14,Vida Plus,Digital,1202.14,37266.340000000004,46,Femenino,2331.95,Sí,33386.39,Activa,Santander
POL01443,2022-10-29,Vida Premium,Broker,852.2,124421.20000000001,65,Femenino,3030.22,No,0.0,Activa,Santander
POL01444,2024-07-14,Vida Básico,Call Center,684.27,65689.92,47,Femenino,2511.28,No,0.0,Activa,Valle del Cauca
POL01445,2024-12-11,Protección Familiar,Digital,1245.18,166854.12,59,Femenino,3500.22,No,0.0,Activa,Atlántico
POL01446,2025-03-25,Protección Familiar,Call Center,826.95,35558.85,29,Masculino,4338.82,No,0.0,Activa,Atlántico
POL01447,2022-07-23,Vida Plus,Broker,1224.6,107764.79999999999,26,Masculino,2564.18,No,0.0,Activa,Bogotá
POL01448,2024-06-25,Vida Premium,Agente,1091.2,102572.8,73,Masculino,3713.25,No,0.0,Activa,Bogotá
POL01449,2024-05-08,Vida Plus,Agente,678.08,111883.20000000001,56,Femenino,3256.78,No,0.0,Cancelada,Cundinamarca
POL01450,2024-05-28,Vida Premium,Call Center,1120.39,94112.76000000001,43,Masculino,4331.43,No,0.0,Activa,Atlántico
POL01451,2023-04-18,Vida Básico,Digital,628.99,74849.81,42,Femenino,2966.13,No,0.0,Activa,Antioquia
POL01452,2024-03-04,Protección Familiar,Broker,653.56,40520.719999999994,72,Femenino,3958.36,No,0.0,Activa,Bogotá
POL01453,2023-10-31,Vida Básico,Broker,585.65,101317.45,30,Masculino,5811.45,No,0.0,Cancelada,Bogotá
POL01454,2023-07-15,Vida Plus,Digital,914.08,131627.52000000002,72,Femenino,1126.13,No,0.0,Activa,Valle del Cauca
POL01455,2024-05-06,Vida Básico,Agente,595.03,24396.23,35,Masculino,2723.67,Sí,17337.33,Activa,Cundinamarca
POL01456,2022-11-20,Protección Familiar,Broker,710.17,112917.03,39,Femenino,1648.64,No,0.0,Activa,Bogotá
POL01457,2024-02-06,Vida Premium,Agente,1060.12,199302.55999999997,64,Masculino,4081.11,No,0.0,Activa,Antioquia
POL01458,2023-02-10,Protección Familiar,Call Center,552.91,35386.24,61,Femenino,1690.17,No,0.0,Vencida,Cundinamarca
POL01459,2025-01-26,Vida Básico,Broker,1038.94,95582.48000000001,42,Masculino,3179.45,No,0.0,Activa,Cundinamarca
POL01460,2023-08-11,Protección Familiar,Agente,565.79,105802.73,68,Masculino,2526.8,No,0.0,Activa,Santander
POL01461,2023-06-15,Vida Básico,Call Center,626.14,74510.66,69,Femenino,7004.9,No,0.0,Activa,Bogotá
POL01462,2023-04-25,Vida Básico,Agente,1026.96,28754.88,62,Masculino,2822.02,No,0.0,Cancelada,Atlántico
POL01463,2025-03-24,Protección Familiar,Call Center,854.44,102532.8,41,Masculino,3026.81,No,0.0,Activa,Cundinamarca
POL01464,2023-03-22,Vida Básico,Digital,1563.76,254892.88,63,Femenino,3692.59,No,0.0,Activa,Valle del Cauca
POL01465,2025-03-06,Vida Básico,Digital,847.68,46622.399999999994,68,Masculino,3029.21,No,0.0,Activa,Valle del Cauca
POL01466,2022-10-01,Vida Plus,Call Center,1002.2,83182.6,28,Femenino,3345.32,No,0.0,Activa,Santander
POL01467,2024-03-17,Vida Plus,Broker,1107.64,48736.16,73,Femenino,3028.95,No,0.0,Activa,Valle del Cauca
POL01468,2023-04-20,Vida Premium,Call Center,1161.69,96420.27,39,Masculino,4735.35,No,0.0,Activa,Cundinamarca
POL01469,2022-09-01,Vida Plus,Digital,1346.0,208630.0,73,Femenino,5018.44,Sí,134987.33,Activa,Atlántico
POL01470,2023-10-10,Protección Familiar,Digital,854.93,48731.009999999995,62,Femenino,3587.84,No,0.0,Activa,Bogotá
POL01471,2023-08-12,Vida Básico,Digital,887.34,70099.86,44,Masculino,3426.14,No,0.0,Activa,Atlántico
POL01472,2023-08-13,Vida Básico,Digital,799.76,78376.48,40,Femenino,3906.67,No,0.0,Activa,Antioquia
POL01473,2024-08-28,Vida Básico,Call Center,1408.35,101401.2,70,Masculino,2032.16,No,0.0,Activa,Antioquia
POL01474,2025-05-31,Protección Familiar,Call Center,979.43,19588.6,54,Masculino,6482.23,No,0.0,Activa,Antioquia
POL01475,2024-08-02,Vida Básico,Agente,200.0,9000.0,52,Femenino,2581.66,No,0.0,Vencida,Cundinamarca
POL01476,2024-12-27,Vida Plus,Agente,1322.03,101796.31,65,Masculino,2326.01,No,0.0,Activa,Santander
POL01477,2023-08-10,Vida Básico,Call Center,772.87,33233.41,34,Femenino,2562.85,No,0.0,Cancelada,Bogotá
POL01478,2023-10-01,Vida Básico,Broker,833.18,122477.45999999999,35,Masculino,4619.75,No,0.0,Activa,Valle del Cauca
POL01479,2025-01-11,Vida Premium,Digital,725.31,83410.65,32,Femenino,3255.39,No,0.0,Vencida,Atlántico
POL01480,2023-09-30,Vida Básico,Call Center,1137.99,58037.49,67,Femenino,1837.49,No,0.0,Activa,Bogotá
POL01481,2025-02-26,Protección Familiar,Digital,1002.57,151388.07,20,Femenino,4650.46,No,0.0,Activa,Santander
POL01482,2023-03-09,Protección Familiar,Call Center,1305.66,244158.42,51,Femenino,2870.52,No,0.0,Vencida,Valle del Cauca
POL01483,2023-11-20,Vida Plus,Broker,397.74,14716.380000000001,49,Masculino,3726.62,No,0.0,Activa,Valle del Cauca
POL01484,2025-05-26,Vida Básico,Digital,1182.76,141931.2,46,Masculino,1000.0,No,0.0,Activa,Atlántico
POL01485,2024-09-17,Protección Familiar,Call Center,861.23,89567.92,46,Femenino,2694.71,No,0.0,Activa,Santander
POL01486,2024-09-21,Protección Familiar,Digital,868.1,148445.1,44,Masculino,3282.26,No,0.0,Activa,Cundinamarca
POL01487,2023-01-21,Vida Premium,Digital,1227.57,65061.21,31,Femenino,3606.7,No,0.0,Cancelada,Atlántico
POL01488,2022-10-11,Vida Básico,Call Center,785.42,54979.399999999994,37,Femenino,5179.14,No,0.0,Activa,Bogotá
POL01489,2023-10-04,Vida Premium,Digital,1020.96,133745.76,52,Masculino,2489.0,No,0.0,Activa,Antioquia
POL01490,2024-02-29,Vida Básico,Agente,651.54,64502.46,33,Masculino,4529.62,No,0.0,Activa,Antioquia
POL01491,2024-05-05,Vida Básico,Agente,1138.83,29609.579999999998,38,Masculino,4963.65,No,0.0,Cancelada,Valle del Cauca
POL01492,2023-02-21,Vida Plus,Digital,906.32,128697.44,34,Masculino,3496.7,No,0.0,Activa,Cundinamarca
POL01493,2024-02-25,Vida Básico,Broker,1694.44,321943.60000000003,37,Femenino,2543.67,No,0.0,Cancelada,Antioquia
POL01494,2023-11-14,Protección Familiar,Agente,1056.38,181697.36000000002,59,Masculino,2642.38,No,0.0,Cancelada,Atlántico
POL01495,2022-12-12,Vida Premium,Digital,1010.45,85888.25,55,Femenino,4213.73,No,0.0,Activa,Atlántico
POL01496,2024-03-19,Protección Familiar,Agente,1122.12,32541.479999999996,24,Femenino,3356.07,No,0.0,Activa,Valle del Cauca
POL01497,2022-08-30,Protección Familiar,Agente,661.73,109847.18000000001,41,Femenino,2222.17,No,0.0,Activa,Bogotá
POL01498,2024-11-14,Protección Familiar,Agente,457.76,86516.64,44,Masculino,5214.63,No,0.0,Cancelada,Atlántico
POL01499,2025-02-25,Vida Básico,Broker,653.86,82386.36,45,Femenino,4424.77,Sí,76028.37,Vencida,Santander
POL01500,2023-04-28,Vida Plus,Call Center,655.56,60311.52,33,Femenino,4415.2,No,0.0,Activa,Valle del Cauca
POL01501,2022-10-23,Protección Familiar,Broker,763.86,92427.06,41,Femenino,3372.21,Sí,75151.63,Activa,Atlántico
POL01502,2024-02-10,Protección Familiar,Digital,1234.55,203700.75,30,Femenino,4543.92,No,0.0,Activa,Antioquia
POL01503,2024-09-08,Protección Familiar,Digital,1029.1,149219.5,59,Femenino,3873.76,No,0.0,Activa,Valle del Cauca
POL01504,2024-02-09,Vida Premium,Call Center,893.32,160797.6,71,Femenino,3832.83,No,0.0,Vencida,Bogotá
POL01505,2024-03-09,Protección Familiar,Call Center,342.38,11298.539999999999,73,Masculino,4276.72,No,0.0,Cancelada,Cundinamarca
POL01506,2024-11-05,Vida Premium,Agente,412.32,70506.72,23,Masculino,3797.93,No,0.0,Cancelada,Santander
POL01507,2023-05-13,Protección Familiar,Agente,814.16,152247.91999999998,63,Masculino,4729.4,No,0.0,Activa,Santander
POL01508,2022-07-31,Vida Plus,Digital,1291.05,205276.94999999998,46,Masculino,2329.56,No,0.0,Activa,Antioquia
POL01509,2022-11-09,Vida Premium,Call Center,744.86,140033.68,64,Masculino,1794.62,No,0.0,Cancelada,Valle del Cauca
POL01510,2022-08-27,Vida Plus,Call Center,947.92,43604.32,68,Femenino,1893.01,No,0.0,Activa,Atlántico
POL01511,2024-09-25,Protección Familiar,Digital,1041.46,43741.32,39,Masculino,1374.72,No,0.0,Activa,Santander
POL01512,2023-08-03,Vida Premium,Agente,299.12,46064.48,52,Femenino,2421.48,No,0.0,Activa,Valle del Cauca
POL01513,2025-06-09,Vida Básico,Broker,1174.8,167996.4,28,Masculino,3480.9,No,0.0,Vencida,Bogotá
POL01514,2023-04-07,Protección Familiar,Broker,940.05,76144.05,58,Masculino,4970.31,No,0.0,Activa,Antioquia
POL01515,2023-11-13,Vida Plus,Digital,801.99,40901.49,47,Femenino,3319.62,No,0.0,Activa,Atlántico
POL01516,2024-09-11,Protección Familiar,Broker,540.26,77257.18,34,Femenino,4850.83,No,0.0,Activa,Bogotá
POL01517,2024-11-23,Protección Familiar,Broker,986.59,97672.41,32,Masculino,3038.25,No,0.0,Activa,Antioquia
POL01518,2024-02-23,Protección Familiar,Broker,540.98,59507.8,73,Masculino,2347.11,No,0.0,Activa,Antioquia
POL01519,2024-03-12,Vida Plus,Call Center,1290.98,147171.72,51,Masculino,3717.28,No,0.0,Activa,Bogotá
POL01520,2024-01-18,Vida Plus,Call Center,512.76,65120.52,54,Femenino,3389.19,Sí,49361.75,Cancelada,Cundinamarca
POL01521,2025-02-05,Vida Básico,Call Center,827.8,139070.4,33,Femenino,3808.64,No,0.0,Cancelada,Atlántico
POL01522,2024-01-22,Protección Familiar,Call Center,827.7,48006.600000000006,57,Masculino,3113.58,Sí,40971.62,Cancelada,Antioquia
POL01523,2024-11-09,Vida Básico,Call Center,972.88,55454.159999999996,60,Femenino,3564.23,No,0.0,Activa,Antioquia
POL01524,2023-07-11,Vida Básico,Digital,461.17,29514.88,61,Femenino,2477.36,No,0.0,Cancelada,Valle del Cauca
POL01525,2023-12-16,Vida Plus,Call Center,1373.98,57707.16,21,Femenino,3093.7,No,0.0,Cancelada,Valle del Cauca
POL01526,2024-12-29,Vida Premium,Call Center,1054.08,198167.03999999998,49,Masculino,2428.65,Sí,64941.37,Activa,Atlántico
POL01527,2025-04-26,Protección Familiar,Call Center,1205.64,180846.00000000003,54,Masculino,4073.53,No,0.0,Activa,Santander
POL01528,2025-05-08,Vida Plus,Broker,1026.06,84136.92,58,Femenino,2307.36,No,0.0,Activa,Antioquia
POL01529,2024-10-10,Vida Plus,Broker,767.52,144293.76,70,Femenino,5076.98,No,0.0,Activa,Cundinamarca
POL01530,2024-04-22,Protección Familiar,Call Center,871.61,63627.53,23,Masculino,2895.8,No,0.0,Activa,Atlántico
POL01531,2025-06-08,Vida Básico,Digital,652.72,60050.240000000005,43,Femenino,2684.83,No,0.0,Activa,Valle del Cauca
POL01532,2023-09-17,Vida Plus,Agente,862.88,168261.6,44,Masculino,3040.62,Sí,34239.33,Activa,Antioquia
POL01533,2025-06-01,Vida Premium,Broker,980.79,90232.68,44,Masculino,3020.12,No,0.0,Activa,Atlántico
POL01534,2022-10-31,Vida Plus,Digital,1600.13,203216.51,40,Femenino,2981.6,No,0.0,Cancelada,Atlántico
POL01535,2023-02-25,Vida Básico,Agente,457.18,88692.92,46,Femenino,4936.62,No,0.0,Activa,Bogotá
POL01536,2023-02-26,Protección Familiar,Digital,1530.29,128544.36,40,Masculino,2559.41,No,0.0,Activa,Santander
POL01537,2022-11-27,Protección Familiar,Call Center,1044.27,137843.63999999998,58,Masculino,4918.27,No,0.0,Cancelada,Cundinamarca
POL01538,2023-03-15,Vida Básico,Call Center,1284.94,205590.40000000002,24,Femenino,3797.37,No,0.0,Cancelada,Bogotá
POL01539,2024-11-27,Vida Premium,Agente,1296.06,37585.74,69,Masculino,1817.71,No,0.0,Activa,Atlántico
POL01540,2025-03-03,Vida Premium,Broker,1177.32,115377.36,24,Femenino,4144.83,No,0.0,Cancelada,Bogotá
POL01541,2022-07-04,Vida Premium,Broker,806.91,66166.62,38,Femenino,2338.35,No,0.0,Cancelada,Antioquia
POL01542,2024-06-23,Protección Familiar,Broker,964.36,189014.56,27,Masculino,3586.84,No,0.0,Cancelada,Cundinamarca
POL01543,2024-05-23,Protección Familiar,Digital,1402.17,121988.79000000001,68,Masculino,4919.99,No,0.0,Cancelada,Cundinamarca
POL01544,2025-04-11,Vida Premium,Agente,948.47,117610.28,58,Femenino,5427.52,No,0.0,Activa,Valle del Cauca
POL01545,2025-05-12,Protección Familiar,Call Center,470.05,70977.55,45,Femenino,3320.07,No,0.0,Vencida,Santander
POL01546,2022-07-27,Vida Premium,Call Center,744.4,49130.4,67,Masculino,1000.0,No,0.0,Cancelada,Cundinamarca
